date,open,high,low,close,volume,average,barCount
2025-10-08 04:00:00-04:00,256.0,256.0,255.75,256.0,1261.0,255.93,11
2025-10-08 04:05:00-04:00,256.0,256.0,256.0,256.0,1500.0,256.0,1
2025-10-08 04:10:00-04:00,256.0,256.0,256.0,256.0,0.0,256.0,0
2025-10-08 04:15:00-04:00,256.12,256.25,256.08,256.11,700.0,256.156,7
2025-10-08 04:20:00-04:00,256.11,256.11,256.11,256.11,0.0,256.11,0
2025-10-08 04:25:00-04:00,256.16,256.16,256.16,256.16,100.0,256.16,1
2025-10-08 04:30:00-04:00,256.17,256.26,256.17,256.26,955.0,256.187,5
2025-10-08 04:35:00-04:00,256.26,256.26,256.26,256.26,0.0,256.26,0
2025-10-08 04:40:00-04:00,256.26,256.26,256.26,256.26,0.0,256.26,0
2025-10-08 04:45:00-04:00,256.14,256.14,256.14,256.14,295.0,256.14,2
2025-10-08 04:50:00-04:00,256.0,256.03,256.0,256.0,1047.0,256.004,8
2025-10-08 04:55:00-04:00,255.95,255.95,255.83,255.83,499.0,255.859,3
2025-10-08 05:00:00-04:00,255.85,255.89,255.82,255.82,763.0,255.845,5
2025-10-08 05:05:00-04:00,255.71,255.86,255.61,255.86,300.0,255.727,3
2025-10-08 05:10:00-04:00,255.76,255.77,255.61,255.61,796.0,255.705,6
2025-10-08 05:15:00-04:00,255.64,255.69,255.64,255.68,399.0,255.663,3
2025-10-08 05:20:00-04:00,255.77,255.77,255.77,255.77,100.0,255.77,1
2025-10-08 05:25:00-04:00,255.66,255.91,255.66,255.91,951.0,255.742,6
2025-10-08 05:30:00-04:00,255.78,255.78,255.78,255.78,100.0,255.78,1
2025-10-08 05:35:00-04:00,255.78,255.78,255.78,255.78,0.0,255.78,0
2025-10-08 05:40:00-04:00,255.78,255.78,255.78,255.78,0.0,255.78,0
2025-10-08 05:45:00-04:00,255.69,255.69,255.6,255.6,350.0,255.626,3
2025-10-08 05:50:00-04:00,255.63,255.63,255.6,255.6,400.0,255.613,4
2025-10-08 05:55:00-04:00,255.6,255.6,255.6,255.6,0.0,255.6,0
2025-10-08 06:00:00-04:00,255.59,255.71,255.59,255.71,683.0,255.635,3
2025-10-08 06:05:00-04:00,255.65,255.65,255.65,255.65,150.0,255.65,1
2025-10-08 06:10:00-04:00,255.61,255.61,255.5,255.54,1940.0,255.582,7
2025-10-08 06:15:00-04:00,255.66,255.66,255.66,255.66,100.0,255.66,1
2025-10-08 06:20:00-04:00,255.85,255.9,255.83,255.9,563.0,255.866,4
2025-10-08 06:25:00-04:00,255.88,255.93,255.88,255.91,1144.0,255.9,7
2025-10-08 06:30:00-04:00,255.93,255.94,255.91,255.91,420.0,255.93,4
2025-10-08 06:35:00-04:00,255.92,255.92,255.92,255.92,100.0,255.92,1
2025-10-08 06:40:00-04:00,255.92,255.92,255.92,255.92,0.0,255.92,0
2025-10-08 06:45:00-04:00,255.84,255.84,255.76,255.76,875.0,255.808,7
2025-10-08 06:50:00-04:00,255.81,255.81,255.81,255.81,194.0,255.81,1
2025-10-08 06:55:00-04:00,255.81,255.81,255.81,255.81,0.0,255.81,0
2025-10-08 07:00:00-04:00,255.92,256.0,255.92,256.0,1011.0,255.985,5
2025-10-08 07:05:00-04:00,256.0,256.0,256.0,256.0,0.0,256.0,0
2025-10-08 07:10:00-04:00,256.0,256.0,256.0,256.0,100.0,256.0,1
2025-10-08 07:15:00-04:00,256.0,256.0,256.0,256.0,944.0,256.0,2
2025-10-08 07:20:00-04:00,255.92,256.0,255.9,255.9,1703.0,255.93,5
2025-10-08 07:25:00-04:00,255.95,255.95,255.9,255.9,1368.0,255.906,6
2025-10-08 07:30:00-04:00,255.95,255.96,255.95,255.96,300.0,255.953,2
2025-10-08 07:35:00-04:00,255.96,255.96,255.96,255.96,0.0,255.96,0
2025-10-08 07:40:00-04:00,255.9,255.9,255.9,255.9,485.0,255.9,1
2025-10-08 07:45:00-04:00,255.9,255.9,255.9,255.9,0.0,255.9,0
2025-10-08 07:50:00-04:00,255.99,256.0,255.99,256.0,880.0,255.999,5
2025-10-08 07:55:00-04:00,256.0,256.0,255.99,256.0,493.0,255.998,4
2025-10-08 08:00:00-04:00,255.98,256.53,255.59,256.0,16512.0,255.93,76
2025-10-08 08:05:00-04:00,255.9,256.02,255.9,256.0,2363.0,255.968,7
2025-10-08 08:10:00-04:00,255.92,255.94,255.85,255.85,1109.0,255.89,8
2025-10-08 08:15:00-04:00,255.85,255.94,255.79,255.92,2241.0,255.859,12
2025-10-08 08:20:00-04:00,255.93,255.95,255.89,255.95,1996.0,255.926,8
2025-10-08 08:25:00-04:00,255.88,255.95,255.88,255.88,866.0,255.926,6
2025-10-08 08:30:00-04:00,255.95,255.95,255.87,255.88,2443.0,255.882,14
2025-10-08 08:35:00-04:00,255.81,255.93,255.81,255.92,457.0,255.89,3
2025-10-08 08:40:00-04:00,255.9,256.1,255.89,255.89,3171.0,255.96,16
2025-10-08 08:45:00-04:00,255.9,255.99,255.85,255.85,3054.0,255.942,9
2025-10-08 08:50:00-04:00,255.89,255.89,255.85,255.85,1018.0,255.884,4
2025-10-08 08:55:00-04:00,255.85,255.9,255.85,255.9,426.0,255.873,3
2025-10-08 09:00:00-04:00,255.88,255.9,255.86,255.9,600.0,255.879,4
2025-10-08 09:05:00-04:00,256.0,256.43,255.99,256.19,11068.0,256.278,40
2025-10-08 09:10:00-04:00,256.33,256.4,256.2,256.36,4364.0,256.37,23
2025-10-08 09:15:00-04:00,256.3,256.35,256.22,256.3,3904.0,256.284,15
2025-10-08 09:20:00-04:00,256.3,256.3,256.12,256.24,2603.0,256.212,18
2025-10-08 09:25:00-04:00,256.36,256.61,256.36,256.52,62561.0,256.452,169
2025-10-08 09:30:00-04:00,256.52,257.68,256.36,256.63,1500014.0,256.819,5572
2025-10-08 09:35:00-04:00,256.64,256.89,256.11,256.28,725827.0,256.56,2860
2025-10-08 09:40:00-04:00,256.28,257.44,256.23,256.92,632460.0,257.114,2492
2025-10-08 09:45:00-04:00,256.9,257.57,256.83,257.34,389323.0,257.156,2290
2025-10-08 09:50:00-04:00,257.35,257.89,257.31,257.34,408563.0,257.585,2117
2025-10-08 09:55:00-04:00,257.32,257.34,257.02,257.22,315494.0,257.198,1893
2025-10-08 10:00:00-04:00,257.22,257.77,257.17,257.35,396626.0,257.453,2330
2025-10-08 10:05:00-04:00,257.35,257.78,257.25,257.69,348689.0,257.58,1401
2025-10-08 10:10:00-04:00,257.71,258.12,257.68,257.78,554066.0,257.956,2113
2025-10-08 10:15:00-04:00,257.81,258.19,257.7,257.86,308993.0,257.942,1703
2025-10-08 10:20:00-04:00,257.84,258.08,257.7,257.87,208387.0,257.845,1113
2025-10-08 10:25:00-04:00,257.85,257.94,257.62,257.84,221999.0,257.799,1333
2025-10-08 10:30:00-04:00,257.86,257.86,257.54,257.62,232597.0,257.692,1496
2025-10-08 10:35:00-04:00,257.62,257.67,257.2,257.44,287750.0,257.336,1825
2025-10-08 10:40:00-04:00,257.42,257.57,257.32,257.38,159661.0,257.412,1018
2025-10-08 10:45:00-04:00,257.4,257.58,257.3,257.47,140206.0,257.445,876
2025-10-08 10:50:00-04:00,257.48,257.71,257.29,257.69,248812.0,257.507,1417
2025-10-08 10:55:00-04:00,257.68,257.69,257.39,257.61,159381.0,257.518,1022
2025-10-08 11:00:00-04:00,257.6,258.18,257.57,258.13,402686.0,257.91,1658
2025-10-08 11:05:00-04:00,258.12,258.4,258.0,258.15,341987.0,258.222,1802
2025-10-08 11:10:00-04:00,258.16,258.44,258.11,258.2,234389.0,258.273,1471
2025-10-08 11:15:00-04:00,258.2,258.23,257.95,257.97,184828.0,258.096,1108
2025-10-08 11:20:00-04:00,257.97,258.32,257.95,258.31,189382.0,258.189,1125
2025-10-08 11:25:00-04:00,258.31,258.46,258.01,258.04,154241.0,258.261,913
2025-10-08 11:30:00-04:00,258.05,258.11,257.71,257.78,208342.0,257.891,978
2025-10-08 11:35:00-04:00,257.77,257.97,257.74,257.94,153809.0,257.822,729
2025-10-08 11:40:00-04:00,257.94,257.95,257.56,257.7,151127.0,257.703,867
2025-10-08 11:45:00-04:00,257.72,257.88,257.69,257.82,109590.0,257.785,720
2025-10-08 11:50:00-04:00,257.83,258.04,257.81,258.0,120889.0,257.956,744
2025-10-08 11:55:00-04:00,258.02,258.07,257.91,257.95,142575.0,257.982,728
2025-10-08 12:00:00-04:00,257.95,257.98,257.78,257.79,156730.0,257.882,898
2025-10-08 12:05:00-04:00,257.8,258.07,257.78,258.03,199609.0,257.94,1161
2025-10-08 12:10:00-04:00,258.05,258.52,258.04,258.35,300172.0,258.305,1626
2025-10-08 12:15:00-04:00,258.35,258.37,258.15,258.16,167939.0,258.259,1010
2025-10-08 12:20:00-04:00,258.16,258.28,258.05,258.23,197623.0,258.145,1045
2025-10-08 12:25:00-04:00,258.23,258.36,258.13,258.19,141744.0,258.248,817
2025-10-08 12:30:00-04:00,258.19,258.33,258.17,258.23,133556.0,258.271,766
2025-10-08 12:35:00-04:00,258.22,258.3,258.0,258.1,114027.0,258.139,674
2025-10-08 12:40:00-04:00,258.12,258.12,257.96,258.02,109784.0,258.03,634
2025-10-08 12:45:00-04:00,258.01,258.01,257.75,257.85,138030.0,257.851,790
2025-10-08 12:50:00-04:00,257.86,257.93,257.62,257.65,116211.0,257.758,697
2025-10-08 12:55:00-04:00,257.65,257.83,257.63,257.8,144999.0,257.732,872
2025-10-08 13:00:00-04:00,257.8,257.99,257.75,257.91,199218.0,257.866,1043
2025-10-08 13:05:00-04:00,257.89,257.92,257.79,257.91,141534.0,257.859,886
2025-10-08 13:10:00-04:00,257.91,258.09,257.84,258.06,118943.0,257.979,685
2025-10-08 13:15:00-04:00,258.06,258.1,257.79,257.83,99947.0,257.955,631
2025-10-08 13:20:00-04:00,257.82,257.95,257.78,257.93,99497.0,257.856,607
2025-10-08 13:25:00-04:00,257.92,257.96,257.85,257.93,105305.0,257.912,588
2025-10-08 13:30:00-04:00,257.93,258.2,257.91,258.15,154443.0,258.026,805
2025-10-08 13:35:00-04:00,258.14,258.18,257.87,257.94,119176.0,258.017,671
2025-10-08 13:40:00-04:00,257.95,258.02,257.71,257.73,148345.0,257.83,972
2025-10-08 13:45:00-04:00,257.75,257.91,257.69,257.75,133089.0,257.79,902
2025-10-08 13:50:00-04:00,257.75,257.96,257.66,257.86,120344.0,257.818,662
2025-10-08 13:55:00-04:00,257.84,257.86,257.71,257.82,109869.0,257.786,641
2025-10-08 14:00:00-04:00,257.81,257.9,257.68,257.73,144381.0,257.77,863
2025-10-08 14:05:00-04:00,257.75,258.08,257.65,257.98,162498.0,257.941,873
2025-10-08 14:10:00-04:00,257.99,258.05,257.86,257.91,153586.0,257.948,939
2025-10-08 14:15:00-04:00,257.9,258.19,257.9,258.02,218752.0,258.089,1226
2025-10-08 14:20:00-04:00,258.02,258.05,257.93,258.0,120823.0,257.993,674
2025-10-08 14:25:00-04:00,257.99,258.07,257.89,257.92,103466.0,257.984,642
2025-10-08 14:30:00-04:00,257.91,257.99,257.86,257.94,91271.0,257.918,614
2025-10-08 14:35:00-04:00,257.94,258.0,257.87,257.91,111149.0,257.929,637
2025-10-08 14:40:00-04:00,257.91,257.99,257.82,257.91,90843.0,257.916,594
2025-10-08 14:45:00-04:00,257.92,257.97,257.84,257.9,95706.0,257.915,541
2025-10-08 14:50:00-04:00,257.92,257.94,257.85,257.89,123441.0,257.901,724
2025-10-08 14:55:00-04:00,257.89,257.93,257.76,257.8,129115.0,257.829,792
2025-10-08 15:00:00-04:00,257.81,258.03,257.74,258.01,141855.0,257.847,776
2025-10-08 15:05:00-04:00,258.02,258.04,257.87,257.97,114848.0,257.951,683
2025-10-08 15:10:00-04:00,257.97,258.13,257.88,258.12,247983.0,258.039,803
2025-10-08 15:15:00-04:00,258.12,258.13,257.91,257.99,108999.0,258.008,609
2025-10-08 15:20:00-04:00,257.98,258.32,257.97,258.28,309993.0,258.148,1004
2025-10-08 15:25:00-04:00,258.27,258.43,258.23,258.25,239808.0,258.332,1158
2025-10-08 15:30:00-04:00,258.24,258.39,258.13,258.38,224183.0,258.271,1160
2025-10-08 15:35:00-04:00,258.37,258.49,258.32,258.37,256053.0,258.383,1322
2025-10-08 15:40:00-04:00,258.38,258.42,258.27,258.35,254454.0,258.378,1332
2025-10-08 15:45:00-04:00,258.34,258.34,258.0,258.08,379322.0,258.098,1981
2025-10-08 15:50:00-04:00,258.1,258.4,258.07,258.39,462482.0,258.214,2748
2025-10-08 15:55:00-04:00,258.37,258.38,257.88,258.03,1509497.0,258.049,8526
2025-10-08 16:00:00-04:00,258.04,258.15,257.97,257.97,5331422.0,258.06,74
2025-10-08 16:05:00-04:00,258.06,258.06,257.97,257.99,1246.0,258.005,8
2025-10-08 16:10:00-04:00,257.99,258.06,257.94,257.95,2919.0,257.992,16
2025-10-08 16:15:00-04:00,257.95,258.06,257.95,258.04,8376.0,258.057,4
2025-10-08 16:20:00-04:00,257.93,258.06,257.93,258.06,3573.0,258.023,15
2025-10-08 16:25:00-04:00,258.06,258.3,258.01,258.24,11487.0,258.106,25
2025-10-08 16:30:00-04:00,258.25,258.3,258.06,258.06,19164.0,258.065,4
2025-10-08 16:35:00-04:00,258.2,258.21,258.1,258.18,1948.0,258.191,6
2025-10-08 16:40:00-04:00,258.15,258.15,258.15,258.15,130.0,258.15,1
2025-10-08 16:45:00-04:00,258.14,258.14,258.1,258.11,845.0,258.126,8
2025-10-08 16:50:00-04:00,258.05,258.05,258.05,258.05,1470.0,258.05,3
2025-10-08 16:55:00-04:00,258.05,258.05,258.05,258.05,0.0,258.05,0
2025-10-08 17:00:00-04:00,258.04,258.06,257.98,258.0,2728.0,258.014,19
2025-10-08 17:05:00-04:00,257.9,257.94,257.9,257.9,1290.0,257.934,4
2025-10-08 17:10:00-04:00,257.9,257.9,257.9,257.9,200.0,257.9,1
2025-10-08 17:15:00-04:00,257.94,257.94,257.94,257.94,200.0,257.94,1
2025-10-08 17:20:00-04:00,257.9,257.9,257.9,257.9,495.0,257.9,1
2025-10-08 17:25:00-04:00,257.9,257.91,257.9,257.9,5554.0,257.901,11
2025-10-08 17:30:00-04:00,257.83,257.99,257.83,257.9,874.0,257.898,4
2025-10-08 17:35:00-04:00,257.9,257.9,257.9,257.9,0.0,257.9,0
2025-10-08 17:40:00-04:00,257.9,257.9,257.9,257.9,0.0,257.9,0
2025-10-08 17:45:00-04:00,258.0,258.0,257.96,257.96,225.0,257.979,2
2025-10-08 17:50:00-04:00,257.96,257.96,257.96,257.96,0.0,257.96,0
2025-10-08 17:55:00-04:00,257.94,258.06,257.94,258.06,883.0,258.007,4
2025-10-08 18:00:00-04:00,258.0,258.06,257.98,257.99,1280.0,258.046,4
2025-10-08 18:05:00-04:00,258.12,258.12,258.12,258.12,477.0,258.12,2
2025-10-08 18:10:00-04:00,258.1,258.1,258.1,258.1,635.0,258.1,2
2025-10-08 18:15:00-04:00,258.09,258.09,258.06,258.06,378.0,258.076,3
2025-10-08 18:20:00-04:00,258.06,258.06,258.06,258.06,1000.0,258.06,1
2025-10-08 18:25:00-04:00,258.09,258.09,258.08,258.09,589.0,258.089,2
2025-10-08 18:30:00-04:00,258.08,258.09,258.07,258.07,1325.0,258.086,6
2025-10-08 18:35:00-04:00,258.07,258.07,258.07,258.07,0.0,258.07,0
2025-10-08 18:40:00-04:00,258.06,258.09,258.06,258.06,300.0,258.07,3
2025-10-08 18:45:00-04:00,258.07,258.07,258.05,258.05,2992.0,258.051,2
2025-10-08 18:50:00-04:00,258.05,258.05,258.05,258.05,0.0,258.05,0
2025-10-08 18:55:00-04:00,258.01,258.09,258.01,258.08,536.0,258.053,3
2025-10-08 19:00:00-04:00,258.05,258.05,258.05,258.05,500.0,258.05,2
2025-10-08 19:05:00-04:00,258.0,258.1,258.0,258.1,360.0,258.028,2
2025-10-08 19:10:00-04:00,258.1,258.12,258.1,258.12,359.0,258.111,2
2025-10-08 19:15:00-04:00,258.15,258.21,258.15,258.21,2291.0,258.158,9
2025-10-08 19:20:00-04:00,258.19,258.2,258.19,258.2,496.0,258.193,2
2025-10-08 19:25:00-04:00,258.2,258.3,258.2,258.3,1252.0,258.263,7
2025-10-08 19:30:00-04:00,258.3,258.31,258.2,258.2,525.0,258.268,3
2025-10-08 19:35:00-04:00,258.3,258.3,258.27,258.27,400.0,258.293,2
2025-10-08 19:40:00-04:00,258.26,258.3,258.25,258.25,1396.0,258.267,5
2025-10-08 19:45:00-04:00,258.25,258.25,258.2,258.23,1917.0,258.225,7
2025-10-08 19:50:00-04:00,258.2,258.31,258.2,258.2,1375.0,258.222,11
2025-10-08 19:55:00-04:00,258.2,258.31,258.2,258.2,3139.0,258.263,14
2025-10-09 04:00:00-04:00,257.07,257.23,257.04,257.04,3772.0,257.098,24
2025-10-09 04:05:00-04:00,257.04,257.25,257.01,257.14,2033.0,257.102,14
2025-10-09 04:10:00-04:00,257.09,257.2,257.02,257.13,2277.0,257.112,15
2025-10-09 04:15:00-04:00,257.23,257.45,257.23,257.45,947.0,257.333,7
2025-10-09 04:20:00-04:00,257.3,257.3,257.27,257.3,686.0,257.283,6
2025-10-09 04:25:00-04:00,257.39,257.39,257.39,257.39,410.0,257.39,2
2025-10-09 04:30:00-04:00,257.35,257.43,257.35,257.43,640.0,257.367,4
2025-10-09 04:35:00-04:00,257.4,257.4,257.35,257.35,994.0,257.368,7
2025-10-09 04:40:00-04:00,257.4,257.4,257.32,257.36,766.0,257.343,7
2025-10-09 04:45:00-04:00,257.36,257.5,257.36,257.46,750.0,257.448,6
2025-10-09 04:50:00-04:00,257.52,257.65,257.52,257.53,775.0,257.597,6
2025-10-09 04:55:00-04:00,257.57,257.65,257.57,257.65,690.0,257.616,5
2025-10-09 05:00:00-04:00,257.62,257.65,257.51,257.65,1422.0,257.572,8
2025-10-09 05:05:00-04:00,257.71,257.79,257.71,257.79,944.0,257.73,6
2025-10-09 05:10:00-04:00,257.8,257.8,257.8,257.8,486.0,257.8,1
2025-10-09 05:15:00-04:00,257.86,257.86,257.75,257.79,931.0,257.803,8
2025-10-09 05:20:00-04:00,257.75,257.75,257.7,257.7,200.0,257.725,2
2025-10-09 05:25:00-04:00,257.77,257.77,257.77,257.77,219.0,257.77,2
2025-10-09 05:30:00-04:00,257.85,257.85,257.85,257.85,200.0,257.85,2
2025-10-09 05:35:00-04:00,257.85,257.85,257.85,257.85,0.0,257.85,0
2025-10-09 05:40:00-04:00,257.8,257.8,257.77,257.77,334.0,257.791,3
2025-10-09 05:45:00-04:00,257.75,257.75,257.75,257.75,679.0,257.75,4
2025-10-09 05:50:00-04:00,257.6,257.6,257.6,257.6,200.0,257.6,2
2025-10-09 05:55:00-04:00,257.61,257.61,257.61,257.61,100.0,257.61,1
2025-10-09 06:00:00-04:00,257.6,257.6,257.59,257.6,540.0,257.598,4
2025-10-09 06:05:00-04:00,257.56,257.7,257.55,257.7,665.0,257.587,6
2025-10-09 06:10:00-04:00,257.57,257.57,257.57,257.57,275.0,257.57,2
2025-10-09 06:15:00-04:00,257.55,257.56,257.55,257.56,200.0,257.555,2
2025-10-09 06:20:00-04:00,257.56,257.56,257.56,257.56,0.0,257.56,0
2025-10-09 06:25:00-04:00,257.5,257.5,257.45,257.45,600.0,257.483,6
2025-10-09 06:30:00-04:00,257.45,257.47,257.32,257.32,1215.0,257.405,9
2025-10-09 06:35:00-04:00,257.32,257.32,257.32,257.32,0.0,257.32,0
2025-10-09 06:40:00-04:00,257.38,257.38,257.38,257.38,194.0,257.38,1
2025-10-09 06:45:00-04:00,257.35,257.35,257.35,257.35,100.0,257.35,1
2025-10-09 06:50:00-04:00,257.25,257.25,257.15,257.25,1008.0,257.172,4
2025-10-09 06:55:00-04:00,257.25,257.25,257.25,257.25,0.0,257.25,0
2025-10-09 07:00:00-04:00,257.44,257.7,257.44,257.56,1637.0,257.592,12
2025-10-09 07:05:00-04:00,257.45,257.45,257.45,257.45,175.0,257.45,1
2025-10-09 07:10:00-04:00,257.5,257.6,257.5,257.53,1769.0,257.543,8
2025-10-09 07:15:00-04:00,257.64,257.85,257.64,257.85,2460.0,257.774,10
2025-10-09 07:20:00-04:00,257.67,257.67,257.54,257.54,1830.0,257.639,6
2025-10-09 07:25:00-04:00,257.54,257.65,257.5,257.6,604.0,257.582,5
2025-10-09 07:30:00-04:00,257.69,257.87,257.62,257.62,5238.0,257.796,23
2025-10-09 07:35:00-04:00,257.61,257.64,257.6,257.6,1414.0,257.621,8
2025-10-09 07:40:00-04:00,257.63,257.63,257.56,257.56,1073.0,257.581,7
2025-10-09 07:45:00-04:00,257.53,257.53,257.5,257.5,435.0,257.513,4
2025-10-09 07:50:00-04:00,257.5,257.6,257.5,257.54,475.0,257.555,4
2025-10-09 07:55:00-04:00,257.5,257.5,257.37,257.37,2821.0,257.471,13
2025-10-09 08:00:00-04:00,257.48,257.87,257.0,257.25,34294.0,257.45,157
2025-10-09 08:05:00-04:00,257.25,257.39,257.2,257.22,4797.0,257.28,24
2025-10-09 08:10:00-04:00,257.23,257.26,257.12,257.2,3088.0,257.191,19
